24Hours,Year,JulianDay,Time,Air Temp(¡É),RH(%),Wind Dir(Deg),Wind Spd<m/s),Gust(m/s),GustTime,Solar Rad(W/§³),Pressure(hPa),Visibility(km),Rain(mm)
100,2010,214,1800,30.12,77.6,282.8,34.95,1.787,1710,119.1,1006,13.05,0
100,2010,214,1900,28.94,80.2,327.7,30.83,1.687,1851,34.87,1006,12.88,0
100,2010,214,2000,28.08,80.9,19.25,27.47,1.462,1911,5.425,1006,12.79,0
100,2010,214,2100,27.41,81.5,0,0,0,2001,0.007,1007,12.75,0
100,2010,214,2200,26.8,75.5,0,0,0,2101,0.01,1007,12.74,0
100,2010,214,2300,26.45,72.3,44.85,17.65,1.187,2258,0.003,1007,12.72,0
100,2010,214,2400,25.89,69.46,43.28,18.96,1.212,2311,0.01,1007,12.71,0
100,2010,215,100,25.35,66.96,50.33,25.77,1.025,34,0,1007,12.7,0
100,2010,215,200,24.58,73.2,0,0,0,101,0.003,1007,12.69,0
100,2010,215,300,23.79,75.1,36.78,7.65,1.012,249,0,1007,12.68,0
100,2010,215,400,23.69,75.1,45.74,7.7,0.85,302,0,1007,12.67,0
100,2010,215,500,23.03,79.6,0,0,0,401,0,1007,12.66,0
100,2010,215,600,22.69,85.4,0,0,0,501,1.782,1007,12.64,0
100,2010,215,700,23.27,80.9,51.41,4.214,0.85,640,22.37,1007,12.64,0
100,2010,215,800,23.71,83,328.4,15.35,0.95,727,63.68,1008,12.65,0
100,2010,215,900,24.97,77,316.8,9.16,1.212,810,185.6,1008,13.38,0
100,2010,215,1000,26.04,74,317.2,18.84,0.925,929,241.6,1008,13.36,0
100,2010,215,1100,27.16,74.5,321.1,22.59,1.387,1033,325.9,1008,13.3,0
100,2010,215,1200,27.9,75.4,326.9,22.06,1.537,1118,306.1,1007,13.28,0
100,2010,215,1300,28.73,74.9,310.3,30.42,2.037,1244,557.9,1007,13.23,0
100,2010,215,1400,30.19,71.6,319.6,56.65,2.125,1316,708,1007,13.18,0
100,2010,215,1500,31.36,66.22,303.2,56.62,1.7,1421,608.2,1006,13.15,0
100,2010,215,1600,32.71,60.27,252.7,81.1,1.375,1558,593.4,1006,13.11,0
100,2010,215,1700,32.33,61.4,327,23.1,1.487,1601,389.2,1005,13.11,0
100,2010,215,1800,32.03,67.96,283.6,5.243,0.637,1722,248.5,1005,13.11,0
100,2010,215,1900,30.55,74.6,48.35,13.42,0.612,1839,94.7,1005,12.91,0
100,2010,215,2000,28.66,80.4,4.261,37,2.637,1943,2.214,1006,12.8,0.1
100,2010,215,2100,26.83,86.8,112.7,69.22,1.625,2031,0.05,1007,12.75,0
100,2010,215,2200,26.91,88.2,192.3,26.11,1.512,2111,0.101,1008,12.73,0
100,2010,215,2300,26.49,90.3,170.7,11.12,0.775,2218,0.211,1008,12.72,0
100,2010,215,2400,26.27,91.1,146.1,0,0.387,2359,0.191,1008,12.71,0
100,2010,216,100,26.29,91.2,151.5,13.99,0.837,37,0.265,1008,12.71,0
100,2010,216,200,26.21,91.8,0,0,0,101,0.225,1008,12.69,0
100,2010,216,300,26.11,92.2,0,0,0,201,0.168,1008,12.69,0
100,2010,216,400,25.9,92.8,0,0,0,301,0.138,1008,12.67,0
100,2010,216,500,25.79,93.1,0,0,0,401,0.141,1008,12.67,0
100,2010,216,600,25.78,93.1,0,0,0,501,1.661,1009,12.66,0
100,2010,216,700,25.77,93,0,0,0,601,44.06,1009,12.66,0
100,2010,216,800,27.1,87.7,211.4,13.5,0.787,724,178.4,1009,12.79,0
100,2010,216,900,28.36,80.4,206.4,50.99,3.337,848,312.5,1009,13.3,0
100,2010,216,1000,29.14,75.7,189.5,40.79,2.525,910,429.1,1010,13.26,0
100,2010,216,1100,30.47,70.7,217.3,65.34,2.187,1056,629.1,1010,13.19,0
100,2010,216,1200,31.32,66.52,223.4,60.64,2.312,1118,642.9,1009,13.15,0
100,2010,216,1300,32.62,61.72,203.4,65.11,2.112,1251,753,1009,13.12,0
100,2010,216,1400,32.69,62.09,234.4,62.3,2.8,1330,599.8,1009,13.11,0
100,2010,216,1500,33.56,59.5,184.1,58.49,1.662,1406,568,1009,13.09,0
100,2010,216,1600,32.91,64.16,155.3,30.69,1.525,1518,326.8,1008,13.09,0
100,2010,216,1700,33.45,61.9,220.6,37.68,1.412,1619,395.7,1009,13.11,0
100,2010,216,1800,32.15,67.76,144.9,18.64,1.175,1701,170.1,1009,13.03,0
100,2010,216,1900,30.02,74.9,138.9,11.09,0.737,1809,49.87,1009,12.85,0
100,2010,216,2000,29.47,74.9,175.5,27.64,2.512,1934,11.15,1010,12.77,0
100,2010,216,2100,27.93,83,159.8,23.98,1.887,2006,0.007,1010,12.74,0
100,2010,216,2200,27.37,86.8,21.49,22.54,0.675,2108,0.003,1011,12.72,0
100,2010,216,2300,27.16,88,159.7,15.32,1.087,2238,0,1011,12.71,0
100,2010,216,2400,26.81,90.2,157,37.49,2.037,2336,0.013,1011,12.7,1.1
100,2010,217,100,26.47,91.9,154.8,0.955,0.225,20,0,1011,12.69,0
100,2010,217,200,26.04,92.7,0,0,0,101,0,1011,12.68,0
100,2010,217,300,25.82,93.2,0,0,0,201,0,1011,12.67,0
100,2010,217,400,25.67,93.4,0,0,0,301,0,1012,12.67,0
100,2010,217,500,25.52,93.7,0,0,0,401,0,1012,12.67,0
100,2010,217,600,25.43,93.8,0,0,0,501,2.852,1012,12.66,0.1
100,2010,217,700,25.31,94,0,0,0,601,40.73,1013,12.66,0
100,2010,217,800,26.2,94,0,0,0,701,133.4,1013,12.7,0
100,2010,217,900,28.73,85.1,173,11.03,1.625,851,383.4,1013,13.3,0
100,2010,217,1000,30.72,68.76,168.8,47.08,2.787,951,559.8,1013,13.23,0
100,2010,217,1100,31.46,64.37,187.8,41.11,3.325,1025,713,1013,13.19,0
100,2010,217,1200,32.27,60.8,179.8,51.72,3.975,1139,817,1012,13.15,0
100,2010,217,1300,33.04,58.54,189.5,52.77,3.45,1235,790,1012,13.13,0
100,2010,217,1400,33.15,60.12,228.5,48.31,3.012,1400,565.8,1012,13.12,0
100,2010,217,1500,33.06,61.6,240.3,57.94,2.975,1407,432.8,1012,13.11,0
100,2010,217,1600,32.97,59.94,191.4,43.09,2.6,1526,283.2,1012,13.12,0
100,2010,217,1700,32.64,59.66,196.9,32.7,3.462,1638,343.4,1012,13.15,0
100,2010,217,1800,32.72,57.95,190.7,37.6,4.312,1800,261.4,1012,13.06,0
100,2010,217,1900,31.07,61.17,182.2,33.14,4.887,1825,17.02,1013,12.86,0
100,2010,217,2000,29.76,66.48,206,53.76,2.462,1915,2.66,1013,12.79,0
100,2010,217,2100,28.18,74.1,139.5,19.7,0.75,2056,0.003,1014,12.75,0
100,2010,217,2200,27.05,79.6,0,0,0,2101,0.01,1015,12.72,0
100,2010,217,2300,26.28,84.2,0,0,0,2201,0,1015,12.71,0
100,2010,217,2400,26.14,85.3,0,0,0,2301,0.007,1015,12.7,0
100,2010,218,100,26.14,85.7,0,0,0,1,0.003,1015,12.69,0
100,2010,218,200,25.98,87.1,0,0,0,101,0.007,1015,12.68,0
100,2010,218,300,25.41,89.8,0,0,0,201,0,1015,12.67,0
100,2010,218,400,25.51,89.7,0,0,0,301,0,1015,12.67,0
100,2010,218,500,25.43,89.9,0,0,0,401,0,1015,12.67,0
100,2010,218,600,25.34,91.2,0,0,0,501,1.127,1015,12.66,0
100,2010,218,700,25.74,90.6,0,0,0,601,22.52,1016,12.66,0
100,2010,218,800,26.27,88.8,192.7,16.06,1.725,741,63.21,1016,12.66,1.1
100,2010,218,900,26.95,88.4,226.1,26.44,2.562,834,256.7,1017,13.37,0
100,2010,218,1000,28.34,82.8,253.5,32.47,1.787,958,334.4,1017,13.32,0
100,2010,218,1100,29.63,75.5,199.2,39.28,4.987,1042,590.1,1017,13.25,0
100,2010,218,1200,28.84,78.1,240.2,62.25,3.85,1105,239.3,1017,13.19,0.7
100,2010,218,1300,26.86,88.5,186.6,28.56,3.062,1218,245.8,1016,13.18,2.6
100,2010,218,1400,28.37,81.9,192.1,24.13,3.025,1323,308.6,1017,13.13,0
100,2010,218,1500,26.98,87,168.7,28.62,3.437,1410,172.7,1016,13.09,2.4
100,2010,218,1600,27.43,85.9,154.9,20.75,2.2,1547,145.6,1016,13.12,0
100,2010,218,1700,27.66,85.8,190.2,22.41,2.037,1650,179.6,1016,13.29,0
100,2010,218,1800,28,84.7,181.8,20.7,1.725,1707,149,1016,13.21,0
100,2010,218,1900,28.21,82.3,182.7,41.49,2.512,1900,144,1016,13.17,0
100,2010,218,2000,26.69,87.9,176.1,35.36,2.775,1908,29.73,1017,12.95,1.3
100,2010,218,2100,25.9,90.3,188.2,23.84,1.175,2005,0,1017,12.85,0
100,2010,218,2200,25.62,91.4,170.2,9.24,0.575,2122,0,1017,12.78,0
100,2010,218,2300,25.41,91.8,0,0,0,2201,0,1017,12.75,0
100,2010,218,2400,25.17,92.7,0,0,0,2301,0,1018,12.73,0
100,2010,219,100,25.18,93.3,0,0,0,1,0,1017,12.72,0
100,2010,219,200,25.1,93.5,9.69,2.794,0.325,116,0,1016,12.71,0
100,2010,219,300,25.02,93.7,0,0,0,201,0,1016,12.71,0.1
100,2010,219,400,24.82,93.8,0,0,0,301,0,1016,12.7,0
100,2010,219,500,24.64,93.9,0,0,0,401,0,1016,12.69,0.1
100,2010,219,600,24.56,94.1,0,0,0,501,3.348,1016,12.68,0
100,2010,219,700,24.74,94.2,0,0,0,601,45.4,1016,12.66,0
100,2010,219,800,25.62,93.7,125.8,0,0.3,752,194.8,1016,12.66,0
100,2010,219,900,27.09,84.5,192.5,15.71,1.387,813,205.9,1016,13.22,0
100,2010,219,1000,28.26,78.3,157.9,21.25,1.537,914,355.7,1016,13.31,0
100,2010,219,1100,28.84,75.8,244.7,43.12,2.162,1057,350.1,1016,13.27,0
100,2010,219,1200,28.7,77,327,26.27,2.55,1200,477.8,1015,13.25,0
100,2010,219,1300,27.99,76.5,341.8,42.51,3.787,1220,550.3,1015,13.24,0.1
100,2010,219,1400,28.32,77.1,85,70.1,3.725,1346,310.2,1015,13.12,8.3
100,2010,219,1500,27.24,82.1,40.09,39.67,1.875,1452,582.9,1014,13.29,0
100,2010,219,1600,30.42,69.69,272,61.05,3.262,1540,616.5,1014,13.22,0
100,2010,219,1700,30.82,65.74,248.3,32.75,2.05,1601,391.1,1014,13.2,0
100,2010,219,1800,29.14,73.3,289.1,25,4.875,1738,89.2,1014,12.99,0.5
100,2010,219,1900,25.58,84.9,64.29,25.72,1.337,1807,76.7,1014,12.98,0.1
100,2010,219,2000,24.82,89.6,0,0,0,1901,6.773,1014,12.85,0
100,2010,219,2100,24.16,89.2,0,0,0,2001,0,1014,12.77,0
100,2010,219,2200,24.14,90.8,158.7,0.167,0.7,2139,0,1014,12.73,0
100,2010,219,2300,24.26,90.6,0,0,0,2201,0,1015,12.72,0
100,2010,219,2400,23.96,92.5,0,0,0,2301,0,1014,12.72,0
100,2010,220,100,23.6,93.1,0,0,0,1,0,1014,12.71,0
100,2010,220,200,23.37,93.6,0,0,0,101,0,1014,12.7,0
100,2010,220,300,23.23,93.9,0,0,0,201,0,1014,12.69,0
100,2010,220,400,22.96,94.1,0,0,0,301,0,1013,12.68,0
100,2010,220,500,22.81,94.2,0,0,0,401,0,1013,12.66,0
100,2010,220,600,22.75,94.3,0,0,0,501,1.654,1013,12.65,0
100,2010,220,700,23.14,94.4,0,0,0,601,35.24,1013,12.64,0
100,2010,220,800,23.73,94.3,0,0,0,701,89,1013,12.65,0
100,2010,220,900,25.48,88.2,235.8,24.32,1.537,856,348.6,1013,13.39,0
100,2010,220,1000,27.91,74.2,198.1,44.77,2.325,924,588.8,1013,13.3,0
100,2010,220,1100,29.42,66.14,191.5,48.24,2.537,1021,766,1013,13.23,0
100,2010,220,1200,29.67,63.59,292.3,51.62,1.975,1124,651.5,1012,13.21,0
100,2010,220,1300,31.07,57.84,253.2,64.59,1.987,1221,963,1011,13.16,0
100,2010,220,1400,31.48,55.01,251.4,60.15,2.575,1323,874,1011,13.14,0
100,2010,220,1500,31.92,51.75,312.4,87.2,2.287,1405,760,1011,13.11,0
100,2010,220,1600,32.64,47.55,255.1,49.33,2.262,1516,660.9,1010,13.1,0
100,2010,220,1700,32.64,48.62,310.5,26.19,1.725,1615,499.1,1010,13.1,0
100,2010,220,1800,32.63,49.02,264.4,21.47,1.75,1702,317,1010,13.1,0
100,2010,220,1900,31.03,61.14,349.5,39.8,1.625,1841,118.4,1010,12.86,0
100,2010,220,2000,27.91,72,66.25,3.766,0.362,1901,3.569,1010,12.78,0
100,2010,220,2100,26.39,79.5,0,0,0,2001,0,1011,12.75,0
100,2010,220,2200,25.68,78.8,0,0,0,2101,0,1011,12.72,0
100,2010,220,2300,25.09,82.5,0,0,0,2201,0,1011,12.71,0
100,2010,220,2400,24.9,84.3,168.5,8.41,1.162,2303,0,1011,12.7,0
100,2010,221,100,24.7,84.6,0,0,0,1,0,1011,12.69,0
100,2010,221,200,24.15,87.1,0,0,0,101,0,1011,12.68,0
100,2010,221,300,23.89,87.5,4.509,0,0.575,232,0,1010,12.67,0
100,2010,221,400,23.29,90.3,0,0,0,301,0,1010,12.66,0
100,2010,221,500,23.13,90.8,0,0,0,401,0,1010,12.65,0
100,2010,221,600,22.67,91.9,0,0,0,501,2.493,1010,12.64,0
100,2010,221,700,22.55,93.1,0,0,0,601,26.76,1010,12.64,0
100,2010,221,800,24.65,88.6,154.4,7.83,0.475,740,182.1,1010,12.64,0
100,2010,221,900,27.7,74.8,314.3,30.59,1.8,849,408.3,1010,13.32,0
100,2010,221,1000,29.19,67.43,317.3,64.12,1.412,930,584.8,1010,13.24,0
100,2010,221,1100,30.49,59.87,86.2,64.37,2.012,1022,716,1011,13.18,0
100,2010,221,1200,31.3,56.09,340.2,63.05,2.075,1146,801,1010,13.14,0
100,2010,221,1300,31.97,50.78,304.4,81.9,2.212,1243,869,1010,13.13,0
100,2010,221,1400,33.17,45.46,110,82.5,2.587,1332,855,1009,13.11,0
100,2010,221,1500,33.5,43.06,149.3,91.7,2.05,1414,786,1009,13.07,0
100,2010,221,1600,33.8,45.69,62.87,55.79,1.612,1505,624.9,1009,13.07,0
100,2010,221,1700,34.31,46.17,43.84,30.42,0.95,1626,500.9,1009,13.05,0
100,2010,221,1800,34.11,51.6,63.31,1.777,0.712,1727,314,1008,13.04,0
100,2010,221,1900,30.92,62.26,97.4,0.049,0.675,1822,92.3,1008,12.82,0
100,2010,221,2000,28.94,66.71,0,0,0,1901,7.71,1008,12.76,0
100,2010,221,2100,27.88,72.3,0,0,0,2001,0.02,1009,12.74,0
100,2010,221,2200,26.88,78.7,0,0,0,2101,0.013,1009,12.72,0
100,2010,221,2300,26.04,84,0,0,0,2201,0.01,1009,12.7,0
100,2010,221,2400,26.03,84,43.56,0,0.512,2324,0,1010,12.69,0
100,2010,222,100,25.44,87.4,155,0.006,0.837,16,0.007,1010,12.67,0
100,2010,222,200,25.29,88.2,0,0,0,101,0,1010,12.67,0
100,2010,222,300,25.08,89.1,0,0,0,201,0,1010,12.67,0
100,2010,222,400,25.32,88.8,0,0,0,301,0,1009,12.67,0
100,2010,222,500,24.98,90,0,0,0,401,0,1009,12.66,0
100,2010,222,600,25.69,86.6,188.2,23.54,2.837,538,0.174,1010,12.66,0.2
100,2010,222,700,24.66,91.3,150.1,5.475,0.837,616,4.912,1010,12.66,4.7
100,2010,222,800,24.88,92.7,28.5,0.007,0.25,701,81.4,1011,12.66,0
100,2010,222,900,26.05,89,121.1,0.004,0.237,848,127.5,1011,13.12,0
100,2010,222,1000,26.53,87.3,186.2,11.46,0.537,946,182,1011,13.14,0.2
100,2010,222,1100,27.44,83.5,133.5,32.5,1.087,1058,382.4,1010,13.35,0
100,2010,222,1200,28.51,78.1,144.8,35.08,1.212,1102,319.5,1010,13.3,0
100,2010,222,1300,29.35,73,161.6,49.98,2.337,1250,599,1009,13.24,0
100,2010,222,1400,30.24,70.6,179.4,30.44,0.625,1359,407,1009,13.19,0
100,2010,222,1500,27.88,82.3,152.2,20.07,1.112,1452,51.87,1009,12.95,4.7
100,2010,222,1600,26.18,90,149,9.73,0.287,1543,86.5,1008,12.92,1.3
100,2010,222,1700,26.29,89.6,349.4,6.935,0.35,1657,107.5,1008,13.26,0.4
100,2010,222,1800,26.1,91.2,318.8,11.61,0.625,1759,46.75,1008,13,0.6
100,2010,222,1900,25.63,91.6,311.1,11.76,1.225,1811,11.99,1008,12.87,1
100,2010,222,2000,25.33,92.7,316.5,9.65,1.412,1939,0.456,1007,12.79,2.1
100,2010,222,2100,25.02,93.3,312.8,15.8,1.175,2016,0,1007,12.75,1.7
100,2010,222,2200,24.85,93.6,307.6,18.45,1.475,2120,0,1007,12.73,1.1
100,2010,222,2300,24.66,93.8,0,0,0,2201,0,1006,12.72,0.7
100,2010,222,2400,24.42,93.6,338.9,16.9,2.325,2357,0,1004,12.71,1.3
100,2010,223,100,24.73,90.9,337.2,29.07,1.587,1,0,1004,12.7,0.5
100,2010,223,200,24.48,91.8,333.7,5.661,1.087,102,0,1003,12.7,0
100,2010,223,300,24.31,92.3,3.785,10.76,0.462,259,0,1003,12.68,0
100,2010,223,400,24.32,92.1,333,14.94,2.037,320,0,1002,12.67,0
100,2010,223,500,24.39,92.2,307.8,10.76,1.85,500,0,1001,12.66,0
100,2010,223,600,24.72,89.9,314.1,29.19,2.025,536,0.238,1000,12.65,0
100,2010,223,700,24.83,88.3,319.5,33.24,2.3,631,14.41,1000,12.64,0
100,2010,223,800,25.11,86.7,315.1,36.51,2.287,716,40.05,1000,12.64,0
100,2010,223,900,25.66,84.3,311.5,35.31,2.8,839,108.2,1000,12.65,0
100,2010,223,1000,26.35,82.3,318,41.1,2.912,954,208.3,999,13.39,0
100,2010,223,1100,27.45,79.3,316.1,47.34,3.275,1019,322.8,999,13.35,0.1
100,2010,223,1200,28.74,75.1,325,41.8,3.337,1119,468.3,1000,13.3,0
100,2010,223,1300,29.79,71.2,324.4,48.78,2.887,1219,602.4,1000,13.25,0
100,2010,223,1400,30.86,69.03,320.5,53.41,3.137,1334,688,1000,13.21,0
100,2010,223,1500,30.76,69.18,314.8,56.81,2.362,1442,386.5,1000,13.2,0
100,2010,223,1600,30.54,71,328.7,58.89,2.95,1552,248.6,1001,13.2,0
100,2010,223,1700,29.89,72.6,319.6,38.84,3.625,1618,109,1001,13.04,0
100,2010,223,1800,29.27,74.1,317.6,35.62,2.6,1733,80.1,1001,13.02,0
100,2010,223,1900,29.41,73.8,282.1,52.89,2.15,1804,69.83,1002,12.89,0
100,2010,223,2000,29.04,74.7,273.8,56.36,1.925,1953,2.11,1003,12.8,0
100,2010,223,2100,28.48,76.1,233.4,25.39,2.575,2030,0,1004,12.76,0
100,2010,223,2200,27.91,77.1,237.3,34.36,3.625,2145,0,1004,12.75,0
100,2010,223,2300,26.88,81.3,232.4,28.37,2.7,2243,0,1004,12.74,0
100,2010,223,2400,26.22,82.5,220.6,32.35,3.162,2338,0,1005,12.72,0
100,2010,224,100,25.45,85.7,206.4,39.43,2.55,4,0,1005,12.71,0
100,2010,224,200,24.72,85.5,204.3,38.63,2.525,114,0,1006,12.69,0
100,2010,224,300,24.07,85.1,187.7,28.47,1.937,222,0,1006,12.69,0
100,2010,224,400,23.5,84.1,192.1,27.43,1.45,313,0,1006,12.67,0
100,2010,224,500,22.8,86.1,207.7,15.09,1.075,444,0,1007,12.66,0
100,2010,224,600,22.5,87.2,195.5,18.86,1.612,502,1.154,1007,12.64,0
100,2010,224,700,22.57,87.6,0,0,0,601,30.8,1007,12.64,0
100,2010,224,800,23.84,82.9,185.5,14.74,0.775,747,160.6,1008,12.78,0
100,2010,224,900,24.74,79.8,198.9,22.71,1.437,856,253.5,1008,13.38,0
100,2010,224,1000,26.1,77.3,211.4,38.46,2.587,939,426,1008,13.35,0
100,2010,224,1100,27.26,71.7,242.1,48.57,2.8,1036,518.8,1008,13.3,0
100,2010,224,1200,28.2,67.64,219.8,37.44,2.437,1105,473.2,1007,13.27,0
100,2010,224,1300,28.85,65.36,230,51.88,2.05,1214,426.7,1007,13.24,0
100,2010,224,1400,28.68,69.02,247.4,43.48,2.687,1315,315.4,1007,13.23,0
100,2010,224,1500,29.32,67.5,198.1,37.86,1.625,1450,378.3,1005,13.22,0
100,2010,224,1600,29.34,68.37,142,36.28,0.837,1506,255.8,1006,13.21,0
100,2010,224,1700,28.88,73.1,202.8,24.59,1.3,1641,223.2,1006,13.23,0
100,2010,224,1800,28.28,77,155.3,16.66,0.562,1703,120.3,1005,13.1,0
100,2010,224,1900,26.87,82.9,90,6.771,1.187,1852,31.13,1005,12.91,0
100,2010,224,2000,26.56,83.2,159.6,0.006,0.637,1913,1.12,1005,12.81,0
100,2010,224,2100,25.81,87.7,0,0,0,2001,0.003,1005,12.77,0.2
100,2010,224,2200,25.07,91.7,0,0,0,2101,0,1005,12.75,0.9
100,2010,224,2300,24.67,93.1,0,0,0,2201,0,1005,12.73,0.3
100,2010,224,2400,24.64,93.3,147.2,8.29,0.462,2357,0,1004,12.72,2
100,2010,225,100,24.78,92.9,176.6,15.53,2.412,56,0,1004,12.71,0.9
100,2010,225,200,24.67,92.7,152.3,27.85,1.987,140,0,1003,12.69,3
100,2010,225,300,24.7,92.3,176.4,30.49,1.862,235,0,1002,12.7,1.8
100,2010,225,400,24.79,91.4,171.2,42.53,2.475,306,0.02,1003,12.68,4.4
100,2010,225,500,24.62,92.6,282.7,51,2.637,424,0,1003,12.68,20.7
100,2010,225,600,24.78,92.7,202.5,39.1,4.1,536,0.097,1003,12.66,2.6
100,2010,225,700,25.55,89.6,189.3,36.75,4,610,7.67,1003,12.66,0
100,2010,225,800,25.81,89.2,208.8,31.25,4.312,719,47.75,1003,12.66,0
100,2010,225,900,25.98,89.4,202.4,35.58,3.35,826,83.5,1003,12.66,0.9
100,2010,225,1000,26.09,88.3,202.6,38.64,4.1,954,119.9,1004,13.08,0.4
100,2010,225,1100,26.51,86.9,210.1,40.6,4.812,1002,134.3,1004,13.17,0
100,2010,225,1200,26.76,86.2,211.5,42.31,2.937,1102,94.3,1004,13.16,0
100,2010,225,1300,27.15,83.1,200.6,33.6,4.225,1223,161.4,1004,13.31,0
100,2010,225,1400,27.6,81.9,194,41.44,3.062,1312,175.5,1004,13.34,0
100,2010,225,1500,28.33,78.7,195.6,41.36,3.925,1446,236.4,1004,13.23,0
100,2010,225,1600,27.65,81.2,206.5,32.98,2.937,1501,87.9,1004,13.06,0
100,2010,225,1700,27.51,84.1,227.2,2.113,1.25,1601,60.33,1003,12.94,0
100,2010,225,1800,27.25,87.3,162.4,1.683,0.825,1758,35.09,1004,12.83,0
100,2010,225,1900,27.25,86.7,197.4,26.15,1.425,1852,12.15,1004,12.79,0
100,2010,225,2000,26.7,90.2,196.3,10.32,1.225,1902,0.916,1004,12.76,0.2
100,2010,225,2100,26.46,91.9,184.8,2.254,0.45,2040,0,1004,12.74,0
100,2010,225,2200,26.37,92.6,175.5,7.06,0.312,2131,0,1005,12.73,0
100,2010,225,2300,26.37,92.7,205.3,13.79,0.812,2252,0,1005,12.71,0
100,2010,225,2400,26.4,92.7,201.7,2.321,0.287,2305,0,1005,12.69,0.2
100,2010,226,100,26.24,92.9,0,0,0,1,0,1005,12.69,0
100,2010,226,200,26.2,93.2,0,0,0,101,0,1005,12.67,0
100,2010,226,300,26.14,93.4,0,0,0,201,0,1005,12.66,0.7
100,2010,226,400,25.98,93.4,165.7,3.179,0.337,310,0,1005,12.65,0.4
100,2010,226,500,25.68,93.3,0,0,0,401,0,1005,12.65,0
100,2010,226,600,25.46,93.3,0,0,0,501,0.798,1005,12.65,0
100,2010,226,700,25.48,92.7,0,0,0,601,39.2,1005,12.65,0
100,2010,226,800,26.47,88.7,196,21.33,2.787,755,147.1,1005,12.76,0
100,2010,226,900,26.01,89.5,176.6,40.22,2.75,831,23.74,1006,12.94,14.6
100,2010,226,1000,25.56,92.7,204.4,20.44,3.875,953,30.48,1007,12.89,14.9
100,2010,226,1100,24.68,90.7,250.4,50.66,6.725,1010,31.84,1007,12.83,11.8
100,2010,226,1200,24.06,92.9,45.33,56.32,1.987,1141,15.52,1007,12.74,20
100,2010,226,1300,24.37,93.6,190.7,22.48,1.412,1227,138.9,1007,12.72,7.4
100,2010,226,1400,26.72,85.2,193.6,29.69,3.037,1335,776,1006,13.36,0
100,2010,226,1500,26.87,82.9,187.6,24.67,3.537,1500,338.2,1006,13.22,0
100,2010,226,1600,28.26,77.1,186.5,38.59,3.6,1530,550.7,1006,13.26,0
100,2010,226,1700,28.24,78.1,178.6,36.21,2.937,1610,317.2,1005,13.26,0
100,2010,226,1800,28.02,79.8,144.9,32.69,2.337,1734,141,1005,13.1,0
100,2010,226,1900,0,6999,0,-0.338,670.8,666.6,2.92,0,,
100,2010,226,1900,0,6999,0,-0.338,670.8,666.6,2.92,0,,
100,2010,226,2200,27.39,84.8,213.9,42.04,0.987,2149,0,1005,12.58,0
100,2010,226,2300,27.37,84.7,189.6,33.08,1.287,2245,0,1005,12.63,0
100,2010,226,2400,27.36,85,197,29.62,1.562,2326,0,1005,12.66,0
100,2010,227,100,27.42,81.9,217.9,29.97,2.337,55,0,1005,12.67,0
100,2010,227,200,27.89,77.4,187.8,38.69,3.4,138,0,1004,12.67,0
100,2010,227,300,27.88,78.4,179.8,45.6,3.087,218,0,1005,12.67,0
100,2010,227,400,28.08,78.7,184.5,33.4,3,333,0,1004,12.67,0
100,2010,227,500,26.47,89.4,331.5,60.59,4.275,457,0,1004,12.66,27.6
100,2010,227,600,26.41,90.6,201.2,33.92,3.787,542,0,1004,12.67,0.3
100,2010,227,700,25.51,91.5,223.1,67,5.875,618,0.289,1006,12.67,30.8
100,2010,227,800,24.5,93.3,179.9,29.07,1.837,712,1.869,1006,12.67,5.9
100,2010,227,900,24.42,93.5,173.9,25.76,2.375,823,8.77,1006,12.67,3.9
100,2010,227,1000,24.7,93.5,195.5,15.66,2.225,948,34.61,1007,12.67,2.1
100,2010,227,1100,25.13,93,201.1,19.33,1.237,1028,130.4,1007,12.79,0.4
100,2010,227,1200,25.88,90.7,197.9,17.55,1.625,1159,176.1,1007,13.28,0
100,2010,227,1300,26.59,86.7,188.9,28.84,1.212,1241,229.6,1007,13.3,0
100,2010,227,1400,27.88,80.9,217.3,42.77,3.712,1344,511.2,1007,13.32,0
100,2010,227,1500,28.97,76.3,204.6,40.98,4.212,1402,544.6,1007,13.26,0
100,2010,227,1600,29.39,74.9,221.8,48.64,3.462,1511,448.9,1007,13.25,0
100,2010,227,1700,29.73,73.4,228,35.34,2.775,1659,401.1,1007,13.23,0
100,2010,227,1800,29.46,74.6,238.9,41.61,3.012,1716,222.1,1007,13.17,0
100,2010,227,1900,28.37,81.8,217.5,29.91,1.412,1804,68.2,1007,12.92,0
100,2010,227,2000,26.91,88.6,204.3,6.01,0.537,1904,3.194,1008,12.83,0
100,2010,227,2100,26.17,90.8,0,0,0,2001,0,1008,12.78,0
100,2010,227,2200,25.77,91.3,0,0,0,2101,0,1009,12.75,0
100,2010,227,2300,25.61,91.4,0,0,0,2201,0,1009,12.74,0
100,2010,227,2400,25.55,91,244.6,0.011,0.525,2320,0,1009,12.73,0
100,2010,228,100,25.03,91.8,210.5,10.33,1.075,3,0,1009,12.72,0
100,2010,228,200,24.57,92.9,0,0,0,101,0,1009,12.71,0
100,2010,228,300,24.22,93.4,0,0,0,201,0,1009,12.7,0
100,2010,228,400,24.04,93.8,0,0,0,301,0,1010,12.7,0
100,2010,228,500,23.86,94.1,341.1,6.337,0.625,408,0,1010,12.68,0.3
100,2010,228,600,23.94,94.3,340.9,9.37,0.687,532,0.057,1010,12.68,0.6
